Scenario - Slideshow_D2.sce
Logfile written - 11/12/2021 12:11:42

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

0	Pulse	55	0	0	NA
1	Pulse	55	10000	9334	NA
1	Pulse	55	20000	19334	NA
1	Pulse	55	30000	29334	NA
1	Pulse	55	40000	39334	NA
2	Pulse	55	50000	8668	NA
2	Pulse	55	60000	18668	NA
2	Pulse	55	70000	28668	NA
2	Pulse	55	80000	38668	NA
3	Pulse	55	90000	8001	NA
3	Pulse	55	100000	18001	NA
3	Pulse	55	110000	28001	NA
3	Pulse	55	120000	38001	NA
4	Pulse	55	130000	7335	NA
4	Pulse	55	140000	17335	NA
4	Pulse	55	150000	27335	NA
4	Pulse	55	160000	37335	NA
5	Pulse	55	170000	6669	NA
5	Pulse	55	180000	16669	NA
5	Pulse	55	190000	26669	NA
5	Pulse	55	200000	36669	NA
6	Pulse	55	210000	6003	NA
6	Pulse	55	220000	16003	NA
6	Pulse	55	230000	26003	NA
6	Pulse	55	240000	36003	NA
7	Pulse	55	250000	5337	NA
7	Pulse	55	260000	15337	NA
7	Pulse	55	270000	25337	NA
7	Pulse	55	280000	35337	NA
8	Pulse	55	290000	4671	NA
8	Pulse	55	300000	14671	NA
8	Pulse	55	310000	24671	NA
8	Pulse	55	320000	34671	NA
9	Pulse	55	330000	4005	NA
9	Pulse	55	340000	14005	NA
9	Pulse	55	350000	24005	NA
9	Pulse	55	360000	34005	NA
10	Pulse	55	370000	3506	NA
10	Pulse	55	380000	13506	NA
10	Pulse	55	390000	23506	NA
10	Pulse	55	400000	33506	NA
11	Pulse	55	410000	3007	NA
11	Pulse	55	420000	13007	NA
11	Pulse	55	430000	23007	NA
11	Pulse	55	440000	33007	NA
12	Pulse	55	450000	2340	NA
12	Pulse	55	460000	12340	NA
12	Pulse	55	470000	22340	NA
12	Pulse	55	480000	32340	NA
13	Pulse	55	490000	1674	NA
13	Pulse	55	500000	11674	NA
13	Pulse	55	510000	21674	NA
13	Pulse	55	520000	31674	NA
14	Pulse	55	530000	1008	NA
14	Pulse	55	540000	11008	NA
14	Pulse	55	550000	21008	NA
14	Pulse	55	560000	31008	NA
15	Pulse	55	570000	342	NA
15	Pulse	55	580000	10342	NA
15	Pulse	55	590000	20342	NA
15	Pulse	55	600000	30342	NA
15	Pulse	55	610000	40342	NA
16	Pulse	55	620000	9676	NA
16	Pulse	55	630000	19676	NA
16	Pulse	55	640000	29676	NA
16	Pulse	55	650000	39676	NA
17	Pulse	55	660000	9010	NA
17	Pulse	55	670000	19010	NA
17	Pulse	55	680000	29010	NA
17	Pulse	55	690000	39010	NA
18	Pulse	55	700000	8344	NA
18	Pulse	55	710000	18344	NA
18	Pulse	55	720000	28344	NA
18	Pulse	55	730000	38344	NA
19	Pulse	55	740000	7678	NA
19	Pulse	55	750000	17678	NA
19	Pulse	55	760000	27678	NA
19	Pulse	55	770000	37678	NA
20	Pulse	55	780000	7012	NA
20	Pulse	55	790000	17012	NA
20	Pulse	55	800000	27012	NA
20	Pulse	55	810000	37012	NA
21	Pulse	55	820000	6346	NA
21	Pulse	55	830000	16346	NA
21	Pulse	55	840000	26346	NA
21	Pulse	55	850000	36346	NA
22	Pulse	55	860000	5680	NA
22	Pulse	55	870000	15680	NA
22	Pulse	55	880000	25680	NA
22	Pulse	55	890000	35680	NA
23	Pulse	55	900000	5014	NA
23	Pulse	55	910000	15014	NA
23	Pulse	55	920000	25014	NA
23	Pulse	55	930000	35014	NA
24	Pulse	55	940000	4348	NA
24	Pulse	55	950000	14348	NA
24	Pulse	55	960000	24348	NA
24	Pulse	55	970000	34348	NA
25	Pulse	55	980000	3682	NA
25	Pulse	55	990000	13682	NA
25	Pulse	55	1000000	23682	NA
25	Pulse	55	1010000	33682	NA
26	Pulse	55	1020000	3016	NA
26	Pulse	55	1030000	13016	NA
26	Pulse	55	1040000	23016	NA
26	Pulse	55	1050000	33016	NA
27	Pulse	55	1060000	2350	NA
27	Pulse	55	1070000	12350	NA
27	Pulse	55	1080000	22350	NA
27	Pulse	55	1090000	32350	NA
28	Pulse	55	1100000	1684	NA
28	Pulse	55	1110000	11684	NA
28	Pulse	55	1120000	21684	NA
28	Pulse	55	1130000	31684	NA
29	Pulse	55	1140000	1018	NA
29	Pulse	55	1150000	11018	NA
29	Pulse	55	1160000	21018	NA
29	Pulse	55	1170000	31018	NA
30	Pulse	55	1180000	352	NA
30	Pulse	55	1190000	10352	NA
30	Pulse	55	1200000	20352	NA
30	Pulse	55	1210000	30352	NA
30	Pulse	55	1220000	40352	NA
31	Pulse	55	1230000	9686	NA
31	Pulse	55	1240000	19686	NA
31	Pulse	55	1250000	29686	NA
31	Pulse	55	1260000	39686	NA
32	Pulse	55	1270000	9020	NA
32	Pulse	55	1280000	19020	NA
32	Pulse	55	1290000	29020	NA
32	Pulse	55	1300000	39020	NA
33	Pulse	55	1310000	8354	NA
33	Pulse	55	1320000	18354	NA
33	Pulse	55	1330000	28354	NA
33	Pulse	55	1340000	38354	NA
34	Pulse	55	1350000	7688	NA
34	Pulse	55	1360000	17688	NA
34	Pulse	55	1370000	27688	NA
34	Pulse	55	1380000	37688	NA
35	Pulse	55	1390000	7022	NA
35	Pulse	55	1400000	17022	NA
35	Pulse	55	1410000	27022	NA
35	Pulse	55	1420000	37022	NA
36	Pulse	55	1430000	6356	NA
36	Pulse	55	1440000	16356	NA
36	Pulse	55	1450000	26356	NA
36	Pulse	55	1460000	36356	NA
37	Pulse	55	1470000	5689	NA
37	Pulse	55	1480000	15689	NA
37	Pulse	55	1490000	25689	NA
37	Pulse	55	1500000	35689	NA
38	Pulse	55	1510000	4857	NA
38	Pulse	55	1520000	14857	NA
38	Pulse	55	1530000	24857	NA
38	Pulse	55	1540000	34857	NA
39	Pulse	55	1550000	4191	NA
39	Pulse	55	1560000	14191	NA
39	Pulse	55	1570000	24191	NA
39	Pulse	55	1580000	34191	NA
